,topic,set,ref,title,author,lastRunTime,totalVotes
28,Nonlinear-regression,kernels,pouryaayria/a-complete-ml-pipeline-tutorial-acu-86,A Complete ML Pipeline Tutorial (ACU ~ 86%),PIR,2018-04-14 07:56:14,402
30,Nonlinear-regression,kernels,lalitharajesh/iris-dataset-exploratory-data-analysis,Iris Dataset - Exploratory Data Analysis,Lalitha Rajesh,2018-01-26 11:39:38,89
32,Nonlinear-regression,kernels,arthurtok/interactive-intro-to-dimensionality-reduction,Interactive Intro to Dimensionality Reduction,Anisotropic,2018-09-24 22:53:26,814
34,Nonlinear-regression,kernels,kashnitsky/topic-4-linear-models-part-4-pros-cons,Topic 4. Linear models. Part 4. Pros & cons,Yury Kashnitsky,2021-05-07 09:43:37,102
36,Nonlinear-regression,kernels,farazrahman/predicting-star-galaxy-quasar-with-svm,"""Predicting Star Galaxy & Quasar with SVM""",Faraz Rahman,2018-12-15 08:39:11,59
38,Nonlinear-regression,kernels,mariopasquato/linear-model,Linear model 0.65 in lb,Mario Pasquato,2016-02-02 12:24:36,41
40,Nonlinear-regression,kernels,kashnitsky/topic-4-linear-models-part-3-regularization,Topic 4. Linear models. Part 3. Regularization,Yury Kashnitsky,2021-05-07 09:33:14,109
2,Decision-Trees-regression,kernels,startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9434
4,Decision-Trees-regression,kernels,ldfreeman3/a-data-science-framework-to-achieve-99-accuracy,A Data Science Framework: To Achieve 99% Accuracy,LD Freeman,2017-12-31 18:27:17,5295
6,Decision-Trees-regression,kernels,prashant111/decision-tree-classifier-tutorial,Decision-Tree Classifier Tutorial ,Prashant Banerjee,2020-03-13 12:46:21,425
8,Decision-Trees-regression,kernels,rtatman/welcome-to-data-science-in-r,Welcome to Data Science in R,Rachael Tatman,2018-04-11 21:56:06,406
10,Decision-Trees-regression,kernels,kashnitsky/topic-3-decision-trees-and-knn,Topic 3. Decision Trees and kNN,Yury Kashnitsky,2021-05-07 09:25:45,281
12,Decision-Trees-regression,kernels,joparga3/in-depth-skewed-data-classif-93-recall-acc-now,In depth skewed data classif. (93% recall acc now),joparga3,2016-12-17 09:03:25,763
2,Neural-network-regression,kernels,kanncaa1/deep-learning-tutorial-for-beginners,Deep Learning Tutorial for Beginners,DATAI,2019-05-25 14:42:24,2312
4,Neural-network-regression,kernels,matthieubritoantunes/convolutional-neural-network-for-image-regression,Convolutional Neural Network for Image Regression,antounes,2022-01-05 16:41:34,17
6,Neural-network-regression,kernels,kanncaa1/pytorch-tutorial-for-deep-learning-lovers,Pytorch Tutorial for Deep Learning Lovers,DATAI,2020-04-06 13:29:40,1321
8,Neural-network-regression,kernels,janiobachmann/credit-fraud-dealing-with-imbalanced-datasets,Credit Fraud  || Dealing with Imbalanced Datasets,Janio Martinez Bachmann,2019-07-03 23:04:48,4312
10,Neural-network-regression,kernels,kanncaa1/machine-learning-tutorial-for-beginners,Machine Learning Tutorial for Beginners,DATAI,2018-07-24 14:43:45,2342
12,Neural-network-regression,kernels,shivamb/data-science-glossary-on-kaggle,Data Science Glossary on Kaggle,Shivam Bansal,2018-12-10 09:47:14,2141
14,Neural-network-regression,kernels,abhishek/approaching-almost-any-nlp-problem-on-kaggle,Approaching (Almost) Any NLP Problem on Kaggle,Abhishek Thakur,2020-07-22 06:02:35,2182
16,Neural-network-regression,kernels,startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9434
18,Neural-network-regression,kernels,kanncaa1/recurrent-neural-network-with-pytorch,Recurrent Neural Network with Pytorch,DATAI,2020-04-07 14:11:12,349
20,Neural-network-regression,kernels,kakauandme/tensorflow-deep-nn,TensorFlow deep NN,Kirill Kliavin,2016-02-23 04:33:52,666
22,Neural-network-regression,kernels,prathamtripathi/regression-neural-network,Regression-Neural-Network,Pratham Tripathi,2020-08-21 06:43:04,9
24,Neural-network-regression,kernels,areeshaary/regression-using-artificial-neural-networks,Regression using Artificial Neural Networks ,Areesha Anjum,2021-12-26 19:01:11,9
26,Neural-network-regression,kernels,,[Private Notebook],,2010-04-01 00:00:00,0
28,Neural-network-regression,kernels,ryanholbrook/a-single-neuron,A Single Neuron,Ryan Holbrook,2022-05-05 17:51:27,214
30,Neural-network-regression,kernels,faressayah/practical-introduction-to-10-regression-algorithm,Practical Introduction to 10 Regression Algorithm,Fares Sayah,2022-01-20 13:43:02,707
32,Neural-network-regression,kernels,mejbahahammad/recurrent-neural-network-regression,Recurrent Neural Network : Regression,MEJBAH AHAMMAD,2020-08-29 18:36:57,19
34,Neural-network-regression,kernels,anubhavgoyal10/logistic-regression-as-a-neural-network,Logistic Regression as a Neural Network,Anubhav Goyal,2022-11-16 03:18:51,28
36,Neural-network-regression,kernels,sohaibanwaar1203/neural-network-keras-regression,Neural Network Keras Regression,Sohaib Anwaar,2019-03-29 14:29:49,4
38,Neural-network-regression,kernels,guidosalimbeni/regression-with-convolutional-neural-network-keras,Regression with Convolutional Neural Network Keras,Guido Salimbeni,2019-10-23 06:46:15,11
2,Correlation,kernels,paulorzp/gmean-of-low-correlation-lb-0-952x,GMEAN of low correlation (LB: 0.952x),Paulo Pinto,2019-09-19 01:22:33,225
4,Correlation,kernels,dbarkhorn/crypto-correlation,Crypto-Correlation,DanBarkhorn,2017-09-11 00:12:54,50
6,Correlation,kernels,jiweiliu/fast-pdf-calculation-with-correlation-matrix,Fast PDF calculation with correlation matrix,Jiwei Liu,2019-03-29 05:34:05,218
8,Correlation,kernels,bbloggsbott/feature-selection-correlation-and-p-value,Feature Selection - Correlation and P-value,Vishal R,2022-04-25 06:47:12,82
10,Correlation,kernels,wesamelshamy/high-correlation-feature-image-classification-conf,High Correlation Feature Image Classification Conf,Wesam Elshamy,2018-06-09 20:43:38,140
12,Correlation,kernels,ravichaubey1506/student-performance-correlation,Student Performance Correlation,Ravi Chaubey,2020-03-23 03:12:45,45
14,Correlation,kernels,selfishgene/filtering-and-auto-correlation-tutorial,Filtering and Auto-Correlation Tutorial,David Beniaguev,2018-01-05 22:15:02,69
16,Correlation,kernels,rm1000/improved-amex-rank-ensemble,IMPROVED AMEX Rank Ensemble,RM1000,2022-07-27 13:32:20,22
18,Correlation,kernels,rshah4/correlation-matrix-visualization,Correlation Matrix Visualization,Rajiv Shah,2015-07-28 00:13:41,26
20,Correlation,kernels,frtgnn/predictive-power-score-vs-correlation,Predictive Power Score vs Correlation,Firat Gonen,2020-04-25 21:06:07,85
22,Correlation,kernels,startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9434
24,Correlation,kernels,kiyoung1027/correlation-pearson-spearman-and-kendall,"""Correlation (Pearson Spearman and Kendall)""",Rooney,2019-12-31 00:30:13,26
26,Correlation,kernels,ryanholbrook/competition-metric-kendall-tau-correlation,Competition Metric - Kendall Tau Correlation,Ryan Holbrook,2022-05-15 10:19:50,58
28,Correlation,kernels,tpmeli/insights-correlation-analysis-of-192-features,Insights + Correlation Analysis of 192 Features,tpmeli,2021-07-08 15:46:24,108
30,Correlation,kernels,pmarcelino/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:37,12863
32,Correlation,kernels,dedecu/cross-correlation-time-lag-with-pandas,Cross-correlation (time-lag) with pandas,André Araújo,2018-04-11 01:18:14,29
34,Correlation,kernels,chrisbss1/cramer-s-v-correlation-matrix,Cramer's V correlation matrix ,Christian D,2019-09-25 15:19:14,21
36,Correlation,kernels,jbomitchell/spearman-correlation-of-public-models,Spearman Correlation of Public Models,John Mitchell,2022-12-12 23:09:19,45
38,Correlation,kernels,joelwilson/election-correlation-matrix,Election Correlation Matrix,Joel Wilson,2017-01-04 18:37:22,16
40,Correlation,kernels,antmarakis/another-cleaned-data-blend-with-low-correlation,Another Cleaned Data Blend With Low Correlation,Antonis Maronikolakis,2018-03-16 00:49:30,34
2,Central-tendency,kernels,mejbahahammad/python-measuring-central-tendency,Python: Measuring Central Tendency,MEJBAH AHAMMAD,2020-08-31 19:34:30,12
4,Central-tendency,kernels,jgroff/unit-2-central-tendency-and-variability,Unit 2 - Central Tendency and Variability,Jeff Groff,2017-12-16 13:48:57,5
2,Central-tendency,kernels,mejbahahammad/python-measuring-central-tendency,Python: Measuring Central Tendency,MEJBAH AHAMMAD,2020-08-31 19:34:30,12
4,Central-tendency,kernels,jgroff/unit-2-central-tendency-and-variability,Unit 2 - Central Tendency and Variability,Jeff Groff,2017-12-16 13:48:57,5
2,Measures-of-Dispersion,kernels,pmarcelino/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:37,12863
2,Factor-analysis,kernels,ipravin/factor-analysis-and-linear-programming,Factor Analysis and Linear Programming,Pravin K,2019-03-19 16:53:25,26
4,Factor-analysis,kernels,mathan/factor-analysis-on-match-statistics,Factor Analysis on Match Statistics,Mathan,2018-10-03 08:36:21,15
6,Factor-analysis,kernels,ragnar123/exploratory-data-analysis-and-factor-model-idea,Exploratory Data Analysis and Factor Model Idea,Martin Kovacevic Buvinic,2020-02-19 21:45:23,44
8,Factor-analysis,kernels,balabaskar/divorce-prediction-with-factor-analysis,Divorce prediction with Factor analysis,Bala Baskar,2021-12-25 14:49:18,38
10,Factor-analysis,kernels,ikertxo1986/top-4-factor-analysis-ensemble,[Top %4] Factor analysis & Ensemble,Ikertxo :),2019-06-27 23:31:47,28
12,Factor-analysis,kernels,alexandrehsd/binary-multiclass-classification-factor-analysis,Binary/Multiclass classification - Factor Analysis,Alexandre Henrique,2021-11-12 01:22:15,10
2,Quartile-analysis,kernels,kanncaa1/data-sciencetutorial-for-beginners,Data ScienceTutorial for Beginners,DATAI,2020-05-19 00:29:44,6250
4,Quartile-analysis,kernels,yassineghouzam/titanic-top-4-with-ensemble-modeling,Titanic Top 4% with ensemble modeling,Yassine Ghouzam,2017-08-09 14:34:44,2735
6,Quartile-analysis,kernels,shrutimechlearn/step-by-step-diabetes-classification-knn-detailed,Step by Step Diabetes Classification-KNN-detailed,Shruti_Iyyer,2020-10-31 14:07:34,889
8,Quartile-analysis,kernels,henriqueyamahata/bank-marketing-classification-roc-f1-recall,"""Bank Marketing + Classification + ROC",F1,"RECALL...""",Henrique Yamahata
10,Quartile-analysis,kernels,kanncaa1/dataiteam-titanic-eda,DataiTeam Titanic EDA,DATAI,2020-05-25 20:16:52,314
12,Quartile-analysis,kernels,randylaosat/predicting-employee-kernelover,Predicting Employee Kernelover,randy lao,2018-01-05 03:42:27,510
14,Quartile-analysis,kernels,janiobachmann/credit-fraud-dealing-with-imbalanced-datasets,Credit Fraud  || Dealing with Imbalanced Datasets,Janio Martinez Bachmann,2019-07-03 23:04:48,4312
16,Quartile-analysis,kernels,sudalairajkumar/where-do-people-learn-ml-ds,Where do People learn ML / DS?,SRK,2018-12-04 15:42:17,335
18,Quartile-analysis,kernels,nareshbhat/outlier-the-silent-killer,Outlier!!! The Silent Killer,Naresha Bhat,2021-08-30 07:18:27,746
20,Quartile-analysis,kernels,durgancegaur/a-guide-to-any-classification-problem,A Guide to any Classification Problem,Durgance Gaur,2022-02-15 19:13:48,275
2,Decision-Trees-classification,kernels,startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9434
4,Decision-Trees-classification,kernels,paultimothymooney/decision-trees-for-binary-classification-0-99,Decision Trees for Binary Classification (0.99),Paul Mooney,2018-03-02 17:28:31,40
6,Decision-Trees-classification,kernels,ldfreeman3/a-data-science-framework-to-achieve-99-accuracy,A Data Science Framework: To Achieve 99% Accuracy,LD Freeman,2017-12-31 18:27:17,5295
8,Decision-Trees-classification,kernels,prashant111/decision-tree-classifier-tutorial,Decision-Tree Classifier Tutorial ,Prashant Banerjee,2020-03-13 12:46:21,425
10,Decision-Trees-classification,kernels,macespinoza/classification-decision-trees-and-k-nearest,"""Classification Decision Trees and k Nearest""",Miguel Angel Cotrina Espinoza,2018-10-16 04:38:47,31
12,Decision-Trees-classification,kernels,kashnitsky/topic-3-decision-trees-and-knn,Topic 3. Decision Trees and kNN,Yury Kashnitsky,2021-05-07 09:25:45,281
14,Decision-Trees-classification,kernels,prashant111/random-forest-classifier-tutorial,Random Forest Classifier Tutorial,Prashant Banerjee,2020-03-13 12:46:34,189
16,Decision-Trees-classification,kernels,joparga3/in-depth-skewed-data-classif-93-recall-acc-now,In depth skewed data classif. (93% recall acc now),joparga3,2016-12-17 09:03:25,763
18,Decision-Trees-classification,kernels,dmilla/introduction-to-decision-trees-titanic-dataset,Introduction to Decision Trees (Titanic dataset),Diego Milla,2017-03-01 17:21:04,281
2,Neural-network-classification,kernels,rajeshjnv/heart-disease-classification-neural-network,Heart Disease Classification - Neural Network,Rajesh kumar jha,2019-07-05 20:32:42,123
4,Neural-network-classification,kernels,kanncaa1/deep-learning-tutorial-for-beginners,Deep Learning Tutorial for Beginners,DATAI,2019-05-25 14:42:24,2312
6,Neural-network-classification,kernels,divyansh22/neural-network-for-li-ion-classification,Neural Network for Li-Ion Classification,Divyansh Agrawal,2020-11-27 06:05:56,40
8,Neural-network-classification,kernels,kanncaa1/pytorch-tutorial-for-deep-learning-lovers,Pytorch Tutorial for Deep Learning Lovers,DATAI,2020-04-06 13:29:40,1321
10,Neural-network-classification,kernels,poonaml/deep-neural-network-keras-way,Deep Neural Network Keras way,Poonam Ligade,2018-07-09 09:53:52,1057
12,Neural-network-classification,kernels,tanulsingh077/deep-learning-for-nlp-zero-to-transformers-bert,Deep Learning For NLP: Zero To Transformers & BERT,Mr_KnowNothing,2020-04-13 17:19:49,1722
14,Neural-network-classification,kernels,abhishek/approaching-almost-any-nlp-problem-on-kaggle,Approaching (Almost) Any NLP Problem on Kaggle,Abhishek Thakur,2020-07-22 06:02:35,2182
16,Neural-network-classification,kernels,kanncaa1/convolutional-neural-network-cnn-tutorial,Convolutional Neural Network (CNN) Tutorial,DATAI,2020-10-29 12:24:11,809
18,Neural-network-classification,kernels,cdeotte/25-million-images-0-99757-mnist,25 Million Images! [0.99757] MNIST,Chris Deotte,2021-08-29 19:32:05,708
20,Neural-network-classification,kernels,hortonhearsafoo/fast-ai-v3-lesson-1,fast.ai v3 lesson 1,William Horton,2019-02-02 23:32:47,672
22,Neural-network-classification,kernels,janiobachmann/credit-fraud-dealing-with-imbalanced-datasets,Credit Fraud  || Dealing with Imbalanced Datasets,Janio Martinez Bachmann,2019-07-03 23:04:48,4312
24,Neural-network-classification,kernels,kanncaa1/machine-learning-tutorial-for-beginners,Machine Learning Tutorial for Beginners,DATAI,2018-07-24 14:43:45,2342
26,Neural-network-classification,kernels,huseinzol05/text-classification-recurrent-neural-network,Text Classification Recurrent Neural Network,Husein Zolkepli,2017-08-09 09:31:08,14
28,Neural-network-classification,kernels,shivamb/cnn-architectures-vgg-resnet-inception-tl,"""CNN Architectures : VGG ResNet Inception + TL""",Shivam Bansal,2018-10-29 10:56:18,694
30,Neural-network-classification,kernels,arslanali4343/heart-disease-classification-neural-network,Heart Disease Classification - Neural Network,Arslan Ali,2021-03-31 18:43:16,75
32,Neural-network-classification,kernels,jhoward/is-it-a-bird-creating-a-model-from-your-own-data,Is it a bird? Creating a model from your own data,Jeremy Howard,2022-08-15 20:20:12,1897
34,Neural-network-classification,kernels,azzion/iris-data-set-classification-using-neural-network,Iris Data Set Classification using Neural Network,David Joy,2018-01-27 08:47:55,10
36,Neural-network-classification,kernels,startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9434
38,Neural-network-classification,kernels,kakauandme/tensorflow-deep-nn,TensorFlow deep NN,Kirill Kliavin,2016-02-23 04:33:52,666
40,Neural-network-classification,kernels,vincee/intel-image-classification-cnn-keras,Intel Image Classification (CNN - Keras),Vincent Liu,2020-03-14 10:44:42,281
2,Nearest-Neighbors,kernels,startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9434
4,Nearest-Neighbors,kernels,jmataya/k-nearest-neighbors-classifier,k-Nearest Neighbors Classifier,jmataya,2017-06-27 16:55:52,11
6,Nearest-Neighbors,kernels,zohaib123/telecusts-prediction-k-nearest-neighbors,TeleCusts Prediction K-Nearest Neighbors ,Zohaib Ahmed,2021-01-17 03:32:35,48
8,Nearest-Neighbors,kernels,khotijahs1/k-nearest-neighbors-will-it-rain-tomorrow,K-nearest Neighbors :  Will it Rain Tomorrow?,Siti Khotijah,2020-10-02 07:40:55,23
10,Nearest-Neighbors,kernels,codeblogger/k-nearest-neighbors-knn-classification-75-25,K-Nearest Neighbors (KNN) Classification (75.25%)),Furkan Gulsen,2020-05-15 00:20:26,26
2,Inferential-analysis,kernels,ravichaubey1506/inferential-statistical-analysis-on-diabetes-data,Inferential Statistical Analysis on Diabetes Data,Ravi Chaubey,2022-02-16 14:34:55,118
4,Inferential-analysis,kernels,shreyasajal/inferential-statistics-on-heart-attack-analysis,Inferential Statistics on Heart Attack Analysis ,Shreya Sajal,2021-04-09 03:25:43,53
6,Inferential-analysis,kernels,saurav9786/cardiogoodfitness-descriptive-statistics,CardioGoodFitness - Descriptive Statistics,Saurav Anand,2022-11-02 09:57:50,61
8,Inferential-analysis,kernels,ldfreeman3/a-data-science-framework-to-achieve-99-accuracy,A Data Science Framework: To Achieve 99% Accuracy,LD Freeman,2017-12-31 18:27:17,5295
10,Inferential-analysis,kernels,ekrembayar/a-b-testing-step-by-step-hypothesis-testing,A/B Testing: Step by Step & Hypothesis Testing,Ekrem Bayar,2021-11-30 12:54:32,190
12,Inferential-analysis,kernels,ravichaubey1506/multivariate-statistical-analysis-on-diabetes,Multivariate Statistical Analysis on Diabetes,Ravi Chaubey,2020-08-10 13:49:52,117
14,Inferential-analysis,kernels,,[Private Notebook],,2010-04-01 00:00:00,0
16,Inferential-analysis,kernels,suzanaiacob/inferential-analysis-of-toothgrowth-in-guineapigs,Inferential Analysis of ToothGrowth in GuineaPigs,Suzana Iacob,2018-11-15 21:24:42,11
18,Inferential-analysis,kernels,ravichaubey1506/machine-learning-predictive-modeling-analytics,Machine Learning & Predictive Modeling Analytics,Ravi Chaubey,2020-04-16 11:49:38,120
20,Inferential-analysis,kernels,hamelg/python-for-data-analysis-index,Python for Data Analysis: Index,Greg Hamel,2020-09-29 02:39:06,97
22,Inferential-analysis,kernels,ravichaubey1506/univariate-statistical-analysis-on-diabetes,Univariate Statistical Analysis on Diabetes,Ravi Chaubey,2020-05-06 07:10:12,97
24,Inferential-analysis,kernels,,[Private Notebook],,2010-04-01 00:00:00,0
26,Inferential-analysis,kernels,gleissonbispo/inferential-statistics-nba-salaries-analysis,Inferential Statistics - NBA Salaries Analysis,Gleisson Bispo,2019-05-06 20:16:38,2
28,Inferential-analysis,kernels,yashvi/practical-statistics-1-descriptive-statistics,Practical Statistics - 1 (Descriptive Statistics),Yashvi Patel,2020-07-27 12:09:28,62
30,Inferential-analysis,kernels,tsilveira/inferential-statistics-and-hypothesis-testing,Inferential statistics  and hypothesis testing,TSilveira,2018-07-13 04:02:39,31
32,Inferential-analysis,kernels,knightbearr/regression-taxi-trip-duration-knightbearr,Regression: Taxi Trip Duration (Knightbearr),Knightbearr,2021-12-31 19:59:53,17
34,Inferential-analysis,kernels,knightbearr/analysis-shopping-cart-data-knightbearr,Analysis: Shopping Cart Data (Knightbearr),Knightbearr,2022-11-20 06:46:51,66
36,Inferential-analysis,kernels,mgmarques/wines-type-and-quality-classification-exercises,Wines Type and Quality Classification Exercises,Marcelo Marques,2018-10-24 21:58:53,80
2,R-data-visualization,kernels,antoniolopez/iris-data-visualization-with-r,Iris data visualization with R,Antonio Lopez,2017-10-27 02:43:15,36
4,R-data-visualization,kernels,xingobar/data-visualization-with-r,Data Visualization with R,Gary Ng,2016-11-09 10:53:37,14
6,R-data-visualization,kernels,muslump/data-visualization-with-r,Data Visualization with R,Muslum Polat,2020-12-28 13:26:30,16
8,R-data-visualization,kernels,mrisdal/exploring-survival-on-the-titanic,Exploring Survival on the Titanic,Meg Risdal,2017-12-26 19:42:24,3744
10,R-data-visualization,kernels,jessemostipak/dive-into-dplyr-tutorial-1,Dive into dplyr (tutorial #1),Jesse Mostipak,2020-10-14 15:40:50,1915
12,R-data-visualization,kernels,rtatman/getting-started-in-r-first-steps,Getting staRted in R: First Steps,Rachael Tatman,2017-12-01 21:49:24,2288
14,R-data-visualization,kernels,kanncaa1/data-sciencetutorial-for-beginners,Data ScienceTutorial for Beginners,DATAI,2020-05-19 00:29:44,6250
16,R-data-visualization,kernels,ldfreeman3/a-data-science-framework-to-achieve-99-accuracy,A Data Science Framework: To Achieve 99% Accuracy,LD Freeman,2017-12-31 18:27:17,5295
18,R-data-visualization,kernels,kanncaa1/seaborn-tutorial-for-beginners,Seaborn Tutorial for Beginners,DATAI,2020-01-28 17:54:17,1074
20,R-data-visualization,kernels,xvivancos/market-basket-analysis,Market Basket Analysis ,Xavier,2022-12-04 12:55:54,612
22,R-data-visualization,kernels,hiteshp/head-start-for-data-scientist,Head Start for Data Scientist,Hitesh palamada,2018-09-02 18:36:19,1091
24,R-data-visualization,kernels,shivamb/data-science-glossary-on-kaggle,Data Science Glossary on Kaggle,Shivam Bansal,2018-12-10 09:47:14,2141
26,R-data-visualization,kernels,erikbruin/house-prices-lasso-xgboost-and-a-detailed-eda,"""House prices: Lasso XGBoost and a detailed EDA""",Erik Bruin,2018-05-10 06:33:09,1477
28,R-data-visualization,kernels,benroshan/part-4-data-visualization-with-r,Part 4:Data Visualization with R,Ben Roshan ,2020-05-18 13:27:25,10
30,R-data-visualization,kernels,kushal1996/customer-segmentation-k-means-analysis,Customer Segmentation (K-Means) | Analysis,Kushal Mahindrakar,2022-10-11 13:29:58,897
32,R-data-visualization,kernels,kanncaa1/plotly-tutorial-for-beginners,Plotly Tutorial for Beginners,DATAI,2019-10-01 20:59:55,1378
34,R-data-visualization,kernels,imdevskp/covid-19-analysis-visualization-comparisons,"""COVID-19 - Analysis Visualization & Comparisons""",Devakumar K. P.,2020-06-19 15:51:01,1779
36,R-data-visualization,kernels,,[Private Notebook],,2010-04-01 00:00:00,0
38,R-data-visualization,kernels,davids1992/speech-representation-and-data-exploration,Speech representation and data exploration,DavidS,2017-12-11 21:17:15,1035
40,R-data-visualization,kernels,thykhuely/mercari-interactive-eda-topic-modelling,Mercari Interactive EDA + Topic Modelling,ThyKhueLy,2018-04-22 08:23:34,915
2,Python-data-visualization,kernels,jchen2186/data-visualization-with-python-seaborn,Data Visualization with Python Seaborn,Jane,2017-07-30 05:04:25,41
4,Python-data-visualization,kernels,ashfakyeafi/data-visualization-with-python,DATA VISUALIZATION with Python,Ashfak Yeafi,2022-07-01 08:44:57,53
6,Python-data-visualization,kernels,andersonmatias/final-assignment-data-visualization-with-python,Final Assignment - Data Visualization with Python ,"""Anderson Matias PMP""",2020-08-20 08:38:05,9
8,Python-data-visualization,kernels,kanncaa1/data-sciencetutorial-for-beginners,Data ScienceTutorial for Beginners,DATAI,2020-05-19 00:29:44,6250
10,Python-data-visualization,kernels,benhamner/python-data-visualizations,Python Data Visualizations,Ben Hamner,2017-08-29 15:54:22,1383
12,Python-data-visualization,kernels,nathanlauga/vietnam-war-data-visualization-with-python,Vietnam War : Data Visualization with Python,Nathan Lauga,2018-03-05 16:24:47,15
14,Python-data-visualization,kernels,abhishekkrg/python-iris-data-visualization-and-explanation,Python - IRIS Data visualization and explanation,Abhishek Gupta,2018-01-07 12:17:05,7
16,Python-data-visualization,kernels,kanncaa1/feature-selection-and-data-visualization,Feature Selection and Data Visualization,DATAI,2021-07-10 16:05:36,1689
18,Python-data-visualization,kernels,dssant85/tutorial-on-data-visualization-by-python,Tutorial on Data Visualization by Python,Santosh Kumar,2021-03-09 08:19:16,15
20,Python-data-visualization,kernels,kanncaa1/seaborn-tutorial-for-beginners,Seaborn Tutorial for Beginners,DATAI,2020-01-28 17:54:17,1074
22,Python-data-visualization,kernels,tasneemabdulrahim/array-processing-in-python-data-visualization,Array processing in python data visualization.,Tasneem Abdul Rahim,2021-03-07 04:38:28,17
2,Power-BI,kernels,nalkrolu/power-bi-report-with-plotly,Power BI Report with Plotly,Unal KOROGLU,2022-10-04 12:46:34,11
4,Power-BI,kernels,justjun0321/way-to-google-get-a-job-in-goggle-word-cloud,Way to Google - Get a job in Goggle (Word Cloud),Wei Chun Chang,2020-09-03 05:42:51,186
2,Tableau,kernels,pavansanagapati/tableau-intro-use-cases,Tableau Intro & Use Cases!!!!,Pavan Sanagapati,2020-08-02 17:26:05,122
4,Tableau,kernels,nikhilncr/eda-using-tableau-visualizations,EDA using Tableau Visualizations,Nikhil C R,2018-04-24 05:00:00,57
6,Tableau,kernels,xvivancos/data-breaches-tableau-visualization,Data Breaches Tableau Visualization,Xavier,2022-11-27 12:20:07,105
8,Tableau,kernels,lidlurch/visualization-using-tableau,Visualization using Tableau,Zach Loertscher,2017-10-26 22:20:30,30
10,Tableau,kernels,pavansanagapati/eda-using-tableau-visualisation,EDA using Tableau Visualisation !!!,Pavan Sanagapati,2020-06-15 13:17:52,49
2,Seaborn,kernels,alexisbcook/hello-seaborn,"""Hello Seaborn""",Alexis Cook,2022-06-09 00:35:16,734
4,Seaborn,kernels,kanncaa1/seaborn-tutorial-for-beginners,Seaborn Tutorial for Beginners,DATAI,2020-01-28 17:54:17,1074
6,Seaborn,kernels,residentmario/plotting-with-seaborn,Plotting with seaborn,Aleksey Bilogur,2018-09-19 21:36:58,305
8,Seaborn,kernels,residentmario/faceting-with-seaborn,Faceting with seaborn,Aleksey Bilogur,2018-04-16 22:20:52,195
10,Seaborn,kernels,saurav9786/seaborn-tutorial,Seaborn Tutorial ,Saurav Anand,2022-07-23 16:01:35,120
12,Seaborn,kernels,themlphdstudent/cheat-sheet-seaborn-charts,Cheat Sheet: Seaborn Charts,The ML PhD Student,2021-01-26 06:02:08,235
14,Seaborn,kernels,kralmachine/seaborn-tutorial-for-beginners,Seaborn Tutorial  For Beginners,KraLMachine,2019-08-24 06:38:23,243
16,Seaborn,kernels,ndrewgele/visualizing-pok-mon-stats-with-seaborn,Visualizing Pokémon Stats with Seaborn,Andrew Gelé,2016-08-30 18:29:25,221
18,Seaborn,kernels,jsaguiar/exploratory-analysis-with-seaborn,Exploratory Analysis with Seaborn,Aguiar,2018-10-13 21:43:37,117
20,Seaborn,kernels,,[Private Notebook],,2010-04-01 00:00:00,0
22,Seaborn,kernels,kashnitsky/topic-2-part-2-seaborn-and-plotly,Topic 2. Part 2. Seaborn and Plotly,Yury Kashnitsky,2021-05-07 08:36:00,191
24,Seaborn,kernels,dejavu23/titanic-survival-seaborn-and-ensembles,Titanic Survival: Seaborn and Ensembles,deja vu,2019-07-29 10:06:07,138
26,Seaborn,kernels,alexisbcook/exercise-hello-seaborn,"""Exercise: Hello Seaborn""",Alexis Cook,2022-01-13 21:17:13,4
28,Seaborn,kernels,neilslab/seaborn-visualization,Seaborn Visualization,NeilS,2017-06-24 17:45:48,45
30,Seaborn,kernels,prashant111/seaborn-tutorial-for-beginners,Seaborn tutorial for beginners,Prashant Banerjee,2019-12-30 08:22:08,114
32,Seaborn,kernels,ravichaubey1506/hands-on-complete-data-visualization-with-seaborn,Hands-On Complete Data Visualization with Seaborn,Ravi Chaubey,2022-02-15 15:48:35,180
2,Bokeh,kernels,kanncaa1/visualization-bokeh-tutorial-part-1,Visualization: Bokeh Tutorial Part 1,DATAI,2018-05-26 21:54:19,299
4,Bokeh,kernels,kanncaa1/interactive-bokeh-tutorial-part-2,Interactive Bokeh Tutorial Part 2,DATAI,2018-07-09 20:38:05,179
