,topic,set,ref,title,author,lastRunTime,totalVotes
14,'charmap' codec can't encode character '\U0001f3ae' in position 34: character maps to <undefined>,kernels,ian650/youcubed-box-plots,YouCubed Box Plots,Ian C,2021-09-30 00:14:13,28
16,'charmap' codec can't encode character '\U0001f3ae' in position 34: character maps to <undefined>,kernels,ryanholbrook/feature-engineering-for-house-prices,Feature Engineering for House Prices,Ryan Holbrook,2022-05-05 12:49:09,319
18,'charmap' codec can't encode character '\U0001f3ae' in position 34: character maps to <undefined>,kernels,arthurtok/interactive-porto-insights-a-plot-ly-tutorial,Interactive Porto Insights - A Plot.ly Tutorial,Anisotropic,2017-12-13 17:01:57,518
20,'charmap' codec can't encode character '\U0001f3ae' in position 34: character maps to <undefined>,kernels,poonaml/titanic-survival-prediction-end-to-end-ml-pipeline,Titanic Survival Prediction End to End ML Pipeline,Poonam Ligade,2017-05-02 17:16:38,410
22,'charmap' codec can't encode character '\U0001f3ae' in position 34: character maps to <undefined>,kernels,prashant111/random-forest-classifier-feature-importance,Random Forest Classifier + Feature Importance,Prashant Banerjee,2019-12-23 07:48:48,222
24,'charmap' codec can't encode character '\U0001f3ae' in position 34: character maps to <undefined>,kernels,prashant111/extensive-analysis-eda-fe-modelling,Extensive Analysis - EDA + FE + Modelling,Prashant Banerjee,2020-04-18 15:31:29,338
26,'charmap' codec can't encode character '\U0001f3ae' in position 34: character maps to <undefined>,kernels,pavansanagapati/knowledge-graph-nlp-tutorial-bert-spacy-nltk,"""Knowledge Graph & NLP Tutorial-(BERT",spaCy,"NLTK)""",Pavan Sanagapati
2,,kernels,cdeotte/ensemble-folds-with-median-0-153,Ensemble Folds with MEDIAN - [0.153],Chris Deotte,2021-10-03 10:08:33,307
4,,kernels,ambrosm/vent-011-median-wins,VENT-011 Median wins!,AmbrosM,2021-10-23 04:05:04,43
6,,kernels,swaralipibose/median-ensemble-of-published-notebooks,Median Ensemble of Published Notebooks,Sayantan Mazumdar,2021-10-28 14:55:27,34
8,,kernels,mrutyunjaybiswal/vpp-dual-head-regression-median-postprocessing,[VPP] Dual Head Regression | Median PostProcessing,Ultron,2021-10-31 23:31:25,62
10,,kernels,tunguz/forecast-example-w-prophet-median,Forecast example w/ Prophet - median ,Bojan Tunguz,2017-07-19 16:21:17,40
12,,kernels,nigelcarpenter/page-median,Page median,Nigel Carpenter,2017-07-14 00:59:29,31
14,,kernels,ulrich07/baseline-model-player-mean-or-median,BaseLine Model: Player Mean or Median ?,Ulrich G.,2021-06-26 21:24:39,46
16,,kernels,chechir/weekend-flag-median-with-wiggle,weekend flag median with wiggle,Matias Thayer,2017-09-12 11:25:18,24
18,,kernels,katsuomi/median-wins-round,Median wins! + round,k.n.,2021-10-24 10:42:06,13
20,,kernels,safavieh/median-estimation-by-fibonacci-et-al-lb-44-9,Median Estimation by Fibonacci et al. [LB 44.9],Ehsan,2017-09-01 07:22:07,43
22,,kernels,areeves87/aggregate-20-kernel-csvs-by-median-rank-lb-285,Aggregate 20 kernel csvs by median rank - LB .285,areeves87,2017-11-06 16:57:56,62
24,,kernels,kanncaa1/data-sciencetutorial-for-beginners,Data ScienceTutorial for Beginners,DATAI,2020-05-19 00:29:44,6245
26,,kernels,clustifier/python-median-long-weekend,Python Median - long weekend :),clustifier,2017-07-18 14:01:20,19
28,,kernels,mrisdal/exploring-survival-on-the-titanic,Exploring Survival on the Titanic,Meg Risdal,2017-12-26 19:42:24,3742
30,,kernels,paulorzp/one-line-median-lb-0-650,One Line Median (LB 0.650),Paulo Pinto,2017-10-22 14:53:26,35
32,,kernels,startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9431
34,,kernels,apapiu/mean-vs-medians-a-mathy-approach,Mean vs. Medians - A mathy approach,Alexandru Papiu,2016-08-16 07:49:13,77
36,,kernels,ogrellier/median-rental-prices-matter,Median rental prices matter,olivier,2017-03-15 07:37:09,25
38,,kernels,kashnitsky/nfl-median-baseline-0-01457,NFL median baseline (0.01457),Yury Kashnitsky,2019-10-12 22:39:13,24
40,,kernels,bluewizard/random-forest-with-performance-history,Random forest with performance history,Tyler B,2019-11-10 15:41:31,12
2,'charmap' codec can't encode character '\U0001f3ae' in position 34: character maps to <undefined>,kernels,pmarcelino/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:37,12859
6,'charmap' codec can't encode character '\U0001f3ae' in position 34: character maps to <undefined>,kernels,henriqueyamahata/bank-marketing-classification-roc-f1-recall,"""Bank Marketing + Classification + ROC",F1,"RECALL...""",Henrique Yamahata
8,'charmap' codec can't encode character '\U0001f3ae' in position 34: character maps to <undefined>,kernels,lucamassaron/eda-target-analysis,EDA- target analysis,Luca Massaron,2022-01-27 10:51:04,394
10,'charmap' codec can't encode character '\U0001f3ae' in position 34: character maps to <undefined>,kernels,kashnitsky/topic-7-unsupervised-learning-pca-and-clustering,Topic 7. Unsupervised learning: PCA and clustering,Yury Kashnitsky,2019-07-27 22:45:40,291
2,'charmap' codec can't encode characters in position 55-56: character maps to <undefined>,kernels,szmnkrisz97/point-to-uncertainty-different-ranges-per-level,Point to uncertainty - different ranges per level,KrisztianSz,2020-04-21 14:31:18,63
2,,kernels,breuker/can-we-improve-by-increasing-variance,Can we improve by increasing variance?,Dominic Breuker,2017-01-01 15:17:02,91
4,,kernels,azminetoushikwasi/mastering-bias-variance-tradeoff,Mastering Bias-Variance Tradeoff ,Azmine Toushik Wasi,2022-11-03 23:43:27,132
6,,kernels,peining/about-the-variance-and-the-cv-result,About the variance and the cv result,Peining,2019-02-01 05:05:06,36
8,,kernels,residentmario/bias-variance-tradeoff,Bias-Variance Tradeoff,Aleksey Bilogur,2017-12-07 01:42:17,11
10,,kernels,fchmiel/low-variance-features-useless,Low variance features - Useless?,FChmiel,2019-05-26 17:41:03,26
12,,kernels,avikumart/pca-principal-component-analysis-variance-plots,[PCA]Principal Component Analysis &variance plots,AvikumarT,2022-11-02 11:05:29,80
14,,kernels,tanmayunhale/feature-selection-variance-threshold,Feature Selection - Variance Threshold,Tanmay Unhale,2021-06-29 07:26:50,18
16,,kernels,arthurtok/interactive-intro-to-dimensionality-reduction,Interactive Intro to Dimensionality Reduction,Anisotropic,2018-09-24 22:53:26,814
18,,kernels,aggarwalrahul/dl-intro-to-nn-minimizing-variance-overfitting,DL-INTRO TO NN- MINIMIZING VARIANCE (OVERFITTING),Rahul Aggarwal,2022-04-24 16:40:51,19
20,,kernels,alexfir/target-encoding-using-variance,Target encoding using variance,Alexander Firsov,2017-11-16 15:55:25,19
22,,kernels,aruchomu/yolo-v3-object-detection-in-tensorflow,Yolo v3 Object Detection in Tensorflow,heartkilla,2019-02-21 11:12:34,701
24,,kernels,vijipai/lesson-5-mean-variance-optimization-of-portfolios,Lesson 5:Mean-Variance Optimization of  Portfolios,Dr G A Vijayalakshmi Pai,2020-07-18 17:23:04,14
26,,kernels,kaanboke/ml-basics-bias-variance-tradeoff,ML Basics - BIAS & VARIANCE TRADEOFF,Kaan BOKE,2021-07-30 09:56:39,50
28,,kernels,kanncaa1/time-series-prediction-tutorial-with-eda,Time Series Prediction Tutorial with EDA,DATAI,2019-12-07 21:16:00,777
30,,kernels,odins0n/fixing-high-variance-overfitting,Fixing High Variance (Overfitting),Sanskar Hasija,2021-08-15 23:24:42,40
32,,kernels,goyalshalini93/car-price-prediction-linear-regression-rfe,Car Price Prediction (Linear Regression - RFE),Shalini Goyal,2019-04-26 09:01:04,601
34,,kernels,fabiendaniel/customer-segmentation,Customer Segmentation,FabienDaniel,2019-03-21 14:19:41,987
36,,kernels,kanncaa1/machine-learning-tutorial-for-beginners,Machine Learning Tutorial for Beginners,DATAI,2018-07-24 14:43:45,2342
38,,kernels,arthurtok/principal-component-analysis-with-kmeans-visuals,Principal Component Analysis with KMeans visuals,Anisotropic,2017-10-04 19:49:23,250
40,,kernels,thebrownviking20/everything-you-can-do-with-a-time-series,Everything you can do with a time series,Siddharth Yadav,2018-08-02 14:42:50,2351
2,'charmap' codec can't encode character '\U0001f4ca' in position 55: character maps to <undefined>,kernels,dansbecker/explore-your-data,Explore Your Data,DanB,2019-01-23 01:07:33,1330
4,'charmap' codec can't encode character '\U0001f4ca' in position 55: character maps to <undefined>,kernels,dansbecker/basic-data-exploration,Basic Data Exploration,DanB,2021-11-09 00:01:19,1552
6,'charmap' codec can't encode character '\U0001f4ca' in position 55: character maps to <undefined>,kernels,startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9431
8,'charmap' codec can't encode character '\U0001f4ca' in position 55: character maps to <undefined>,kernels,artgor/eda-feature-engineering-and-everything,"""EDA feature engineering and everything""",Andrew Lukyanenko,2019-02-21 18:49:15,987
10,'charmap' codec can't encode character '\U0001f4ca' in position 55: character maps to <undefined>,kernels,pmarcelino/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:37,12859
12,'charmap' codec can't encode character '\U0001f4ca' in position 55: character maps to <undefined>,kernels,nareshbhat/outlier-the-silent-killer,Outlier!!! The Silent Killer,Naresha Bhat,2021-08-30 07:18:27,747
14,'charmap' codec can't encode character '\U0001f4ca' in position 55: character maps to <undefined>,kernels,jiashenliu/introduction-to-financial-concepts-and-data,Introduction to financial concepts and data,Jiashen Liu,2021-07-01 09:52:48,936
16,'charmap' codec can't encode character '\U0001f4ca' in position 55: character maps to <undefined>,kernels,cdeotte/25-million-images-0-99757-mnist,25 Million Images! [0.99757] MNIST,Chris Deotte,2021-08-29 19:32:05,707
18,'charmap' codec can't encode character '\U0001f4ca' in position 55: character maps to <undefined>,kernels,lucamassaron/eda-target-analysis,EDA- target analysis,Luca Massaron,2022-01-27 10:51:04,394
20,'charmap' codec can't encode character '\U0001f4ca' in position 55: character maps to <undefined>,kernels,kashnitsky/a1-demo-pandas-and-uci-adult-dataset,A1 (demo). Pandas and UCI adult dataset,Yury Kashnitsky,2018-10-07 11:33:36,323
22,'charmap' codec can't encode character '\U0001f4ca' in position 55: character maps to <undefined>,kernels,gpreda/santander-eda-and-prediction,Santander EDA and Prediction,Gabriel Preda,2019-04-03 16:47:19,1217
24,'charmap' codec can't encode character '\U0001f4ca' in position 55: character maps to <undefined>,kernels,rtatman/getting-started-in-r-summarize-data,Getting staRted in R: Summarize Data,Rachael Tatman,2017-08-31 20:26:58,146
26,'charmap' codec can't encode character '\U0001f4ca' in position 55: character maps to <undefined>,kernels,freespirit08/time-series-for-beginners-with-arima,Time Series For beginners with ARIMA,Arindam Chatterjee,2018-08-24 16:53:34,397
28,'charmap' codec can't encode character '\U0001f4ca' in position 55: character maps to <undefined>,kernels,roydatascience/eda-pca-simple-lgbm-on-kfold-technique,"""EDA PCA + Simple LGBM on KFold Technique""",Ashish Gupta,2019-03-20 18:23:40,186
30,'charmap' codec can't encode character '\U0001f4ca' in position 55: character maps to <undefined>,kernels,kanncaa1/statistical-learning-tutorial-for-beginners,Statistical Learning Tutorial for Beginners,DATAI,2018-09-09 13:39:20,785
32,'charmap' codec can't encode character '\U0001f4ca' in position 55: character maps to <undefined>,kernels,carlolepelaars/statistics-tutorial,Statistics Tutorial,Carlo Lepelaars,2019-06-05 17:43:33,247
34,'charmap' codec can't encode character '\U0001f4ca' in position 55: character maps to <undefined>,kernels,kanncaa1/feature-selection-and-data-visualization,Feature Selection and Data Visualization,DATAI,2021-07-10 16:05:36,1689
36,'charmap' codec can't encode character '\U0001f4ca' in position 55: character maps to <undefined>,kernels,yassineghouzam/titanic-top-4-with-ensemble-modeling,Titanic Top 4% with ensemble modeling,Yassine Ghouzam,2017-08-09 14:34:44,2734
38,'charmap' codec can't encode character '\U0001f4ca' in position 55: character maps to <undefined>,kernels,spscientist/student-performance-in-exams,Student Performance In Exams,Jakki Seshapanpu,2018-12-24 18:15:12,339
2,,kernels,paulorzp/gmean-of-low-correlation-lb-0-952x,GMEAN of low correlation (LB: 0.952x),Paulo Pinto,2019-09-19 01:22:33,225
4,,kernels,dbarkhorn/crypto-correlation,Crypto-Correlation,DanBarkhorn,2017-09-11 00:12:54,50
6,,kernels,jiweiliu/fast-pdf-calculation-with-correlation-matrix,Fast PDF calculation with correlation matrix,Jiwei Liu,2019-03-29 05:34:05,218
8,,kernels,bbloggsbott/feature-selection-correlation-and-p-value,Feature Selection - Correlation and P-value,Vishal R,2022-04-25 06:47:12,82
10,,kernels,wesamelshamy/high-correlation-feature-image-classification-conf,High Correlation Feature Image Classification Conf,Wesam Elshamy,2018-06-09 20:43:38,140
12,,kernels,ravichaubey1506/student-performance-correlation,Student Performance Correlation,Ravi Chaubey,2020-03-23 03:12:45,45
14,,kernels,selfishgene/filtering-and-auto-correlation-tutorial,Filtering and Auto-Correlation Tutorial,David Beniaguev,2018-01-05 22:15:02,69
16,,kernels,rm1000/improved-amex-rank-ensemble,IMPROVED AMEX Rank Ensemble,RM1000,2022-07-27 13:32:20,22
18,,kernels,rshah4/correlation-matrix-visualization,Correlation Matrix Visualization,Rajiv Shah,2015-07-28 00:13:41,26
20,,kernels,frtgnn/predictive-power-score-vs-correlation,Predictive Power Score vs Correlation,Firat Gonen,2020-04-25 21:06:07,85
22,,kernels,startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9431
24,,kernels,kiyoung1027/correlation-pearson-spearman-and-kendall,"""Correlation (Pearson Spearman and Kendall)""",Rooney,2019-12-31 00:30:13,26
26,,kernels,ryanholbrook/competition-metric-kendall-tau-correlation,Competition Metric - Kendall Tau Correlation,Ryan Holbrook,2022-05-15 10:19:50,58
28,,kernels,tpmeli/insights-correlation-analysis-of-192-features,Insights + Correlation Analysis of 192 Features,tpmeli,2021-07-08 15:46:24,108
30,,kernels,pmarcelino/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:37,12859
32,,kernels,dedecu/cross-correlation-time-lag-with-pandas,Cross-correlation (time-lag) with pandas,André Araújo,2018-04-11 01:18:14,29
34,,kernels,chrisbss1/cramer-s-v-correlation-matrix,Cramer's V correlation matrix ,Christian D,2019-09-25 15:19:14,21
36,,kernels,jbomitchell/spearman-correlation-of-public-models,Spearman Correlation of Public Models,John Mitchell,2022-12-12 23:09:19,45
38,,kernels,joelwilson/election-correlation-matrix,Election Correlation Matrix,Joel Wilson,2017-01-04 18:37:22,16
40,,kernels,antmarakis/another-cleaned-data-blend-with-low-correlation,Another Cleaned Data Blend With Low Correlation,Antonis Maronikolakis,2018-03-16 00:49:30,34
2,'charmap' codec can't encode characters in position 53-54: character maps to <undefined>,kernels,ravichaubey1506/inferential-statistical-analysis-on-diabetes-data,Inferential Statistical Analysis on Diabetes Data,Ravi Chaubey,2022-02-16 14:34:55,118
4,'charmap' codec can't encode characters in position 53-54: character maps to <undefined>,kernels,shreyasajal/inferential-statistics-on-heart-attack-analysis,Inferential Statistics on Heart Attack Analysis ,Shreya Sajal,2021-04-09 03:25:43,53
6,'charmap' codec can't encode characters in position 53-54: character maps to <undefined>,kernels,saurav9786/cardiogoodfitness-descriptive-statistics,CardioGoodFitness - Descriptive Statistics,Saurav Anand,2022-11-02 09:57:50,61
8,'charmap' codec can't encode characters in position 53-54: character maps to <undefined>,kernels,ldfreeman3/a-data-science-framework-to-achieve-99-accuracy,A Data Science Framework: To Achieve 99% Accuracy,LD Freeman,2017-12-31 18:27:17,5294
10,'charmap' codec can't encode characters in position 53-54: character maps to <undefined>,kernels,ekrembayar/a-b-testing-step-by-step-hypothesis-testing,A/B Testing: Step by Step & Hypothesis Testing,Ekrem Bayar,2021-11-30 12:54:32,189
12,'charmap' codec can't encode characters in position 53-54: character maps to <undefined>,kernels,ravichaubey1506/multivariate-statistical-analysis-on-diabetes,Multivariate Statistical Analysis on Diabetes,Ravi Chaubey,2020-08-10 13:49:52,117
14,'charmap' codec can't encode characters in position 53-54: character maps to <undefined>,kernels,,[Private Notebook],,2010-04-01 00:00:00,0
16,'charmap' codec can't encode characters in position 53-54: character maps to <undefined>,kernels,suzanaiacob/inferential-analysis-of-toothgrowth-in-guineapigs,Inferential Analysis of ToothGrowth in GuineaPigs,Suzana Iacob,2018-11-15 21:24:42,11
18,'charmap' codec can't encode characters in position 53-54: character maps to <undefined>,kernels,ravichaubey1506/machine-learning-predictive-modeling-analytics,Machine Learning & Predictive Modeling Analytics,Ravi Chaubey,2020-04-16 11:49:38,120
20,'charmap' codec can't encode characters in position 53-54: character maps to <undefined>,kernels,hamelg/python-for-data-analysis-index,Python for Data Analysis: Index,Greg Hamel,2020-09-29 02:39:06,96
22,'charmap' codec can't encode characters in position 53-54: character maps to <undefined>,kernels,ravichaubey1506/univariate-statistical-analysis-on-diabetes,Univariate Statistical Analysis on Diabetes,Ravi Chaubey,2020-05-06 07:10:12,97
24,'charmap' codec can't encode characters in position 53-54: character maps to <undefined>,kernels,,[Private Notebook],,2010-04-01 00:00:00,0
26,'charmap' codec can't encode characters in position 53-54: character maps to <undefined>,kernels,gleissonbispo/inferential-statistics-nba-salaries-analysis,Inferential Statistics - NBA Salaries Analysis,Gleisson Bispo,2019-05-06 20:16:38,2
28,'charmap' codec can't encode characters in position 53-54: character maps to <undefined>,kernels,yashvi/practical-statistics-1-descriptive-statistics,Practical Statistics - 1 (Descriptive Statistics),Yashvi Patel,2020-07-27 12:09:28,62
30,'charmap' codec can't encode characters in position 53-54: character maps to <undefined>,kernels,tsilveira/inferential-statistics-and-hypothesis-testing,Inferential statistics  and hypothesis testing,TSilveira,2018-07-13 04:02:39,31
32,'charmap' codec can't encode characters in position 53-54: character maps to <undefined>,kernels,knightbearr/regression-taxi-trip-duration-knightbearr,Regression: Taxi Trip Duration (Knightbearr),Knightbearr,2021-12-31 19:59:53,17
34,'charmap' codec can't encode characters in position 53-54: character maps to <undefined>,kernels,knightbearr/analysis-shopping-cart-data-knightbearr,Analysis: Shopping Cart Data (Knightbearr),Knightbearr,2022-11-20 06:46:51,66
36,'charmap' codec can't encode characters in position 53-54: character maps to <undefined>,kernels,mgmarques/wines-type-and-quality-classification-exercises,Wines Type and Quality Classification Exercises,Marcelo Marques,2018-10-24 21:58:53,80
2,'charmap' codec can't encode character '\U0001f393' in position 87: character maps to <undefined>,kernels,therealcyberlord/coronavirus-covid-19-visualization-prediction,Coronavirus (COVID-19) Visualization & Prediction,Xingyu Bian,2022-10-23 23:17:02,2079
4,'charmap' codec can't encode character '\U0001f393' in position 87: character maps to <undefined>,kernels,prashant111/a-guide-on-xgboost-hyperparameters-tuning,A Guide on XGBoost hyperparameters tuning,Prashant Banerjee,2020-07-15 14:21:23,795
6,'charmap' codec can't encode character '\U0001f393' in position 87: character maps to <undefined>,kernels,vbmokin/data-science-for-tabular-data-advanced-techniques,Data Science for tabular data: Advanced Techniques,Vitalii Mokin,2021-09-05 16:15:48,1160
8,'charmap' codec can't encode character '\U0001f393' in position 87: character maps to <undefined>,kernels,pavansanagapati/automated-hyperparameter-tuning,Automated Hyperparameter Tuning,Pavan Sanagapati,2020-08-17 11:23:07,245
10,'charmap' codec can't encode character '\U0001f393' in position 87: character maps to <undefined>,kernels,vivianbenben/multilevel-bayesian-analysis-on-house-price,Multilevel Bayesian Analysis on House Price,Vivian,2017-11-12 01:13:39,9
12,'charmap' codec can't encode character '\U0001f393' in position 87: character maps to <undefined>,kernels,,[Private Notebook],,2010-04-01 00:00:00,0
14,'charmap' codec can't encode character '\U0001f393' in position 87: character maps to <undefined>,kernels,avehtari/bayesian-logistic-regression-with-rstanarm,Bayesian Logistic Regression with rstanarm ,Aki Vehtari,2018-05-27 09:31:39,88
16,'charmap' codec can't encode character '\U0001f393' in position 87: character maps to <undefined>,kernels,fabiendaniel/elo-world,Elo world,FabienDaniel,2018-12-13 17:08:06,574
18,'charmap' codec can't encode character '\U0001f393' in position 87: character maps to <undefined>,kernels,gpayen/building-a-prediction-model,Building a prediction model,Guillaume Payen,2016-02-03 10:26:54,92
20,'charmap' codec can't encode character '\U0001f393' in position 87: character maps to <undefined>,kernels,somang1418/tuning-hyperparameters-under-10-minutes-lgbm,Tuning Hyperparameters Under 10 Minutes (LGBM),Somang (So) Han,2019-03-02 05:54:36,142
22,'charmap' codec can't encode character '\U0001f393' in position 87: character maps to <undefined>,kernels,aqsasadaf/colorful-analysis-with-bayesian-optimization,Colorful Analysis With Bayesian optimization,aqsa sadaf,2021-06-28 09:23:17,5
24,'charmap' codec can't encode character '\U0001f393' in position 87: character maps to <undefined>,kernels,willkoehrsen/model-tuning-results-random-vs-bayesian-opt,Model Tuning Results: Random vs Bayesian Opt,Will Koehrsen,2018-07-21 02:09:55,120
26,'charmap' codec can't encode character '\U0001f393' in position 87: character maps to <undefined>,kernels,itoeiji/strength-analysis-using-bayesian-models,Player's Strength Analysis using Bayesian,Gin04kg,2018-05-19 16:59:45,4
28,'charmap' codec can't encode character '\U0001f393' in position 87: character maps to <undefined>,kernels,willkoehrsen/start-here-a-gentle-introduction,Start Here: A Gentle Introduction,Will Koehrsen,2018-08-25 02:00:07,3388
30,'charmap' codec can't encode character '\U0001f393' in position 87: character maps to <undefined>,kernels,shtrausslearning/bayesian-regression-house-price-prediction,Bayesian Regression | House Price Prediction,Andrey Shtrauss,2022-07-16 14:03:59,164
32,'charmap' codec can't encode character '\U0001f393' in position 87: character maps to <undefined>,kernels,allunia/e-commerce-sales-forecast,E-Commerce Sales Forecast ,Laura Fink,2020-04-01 19:01:30,233
34,'charmap' codec can't encode character '\U0001f393' in position 87: character maps to <undefined>,kernels,arindamgot/eda-prophet-mlp-neural-network-forecasting,EDA+Prophet+ MLP Neural Network Forecasting,Arindam,2018-09-22 09:32:35,396
36,'charmap' codec can't encode character '\U0001f393' in position 87: character maps to <undefined>,kernels,yannisp/sf-crime-analysis-prediction,SF-Crime Analysis & Prediction,Yannis Pappas,2019-01-11 10:49:02,87
2,'charmap' codec can't encode character '\U0001f333' in position 54: character maps to <undefined>,kernels,benroshan/bank-marketing-campaign-predictive-analytics,Bank marketing campaign | Predictive analytics,Ben Roshan ,2020-07-21 06:20:58,34
4,'charmap' codec can't encode character '\U0001f333' in position 54: character maps to <undefined>,kernels,evangeloskalampokis/predictive-business-analytics-with-instacart,Predictive Business Analytics with Instacart,Evangelos Kalampokis,2018-07-11 08:26:46,10
6,'charmap' codec can't encode character '\U0001f333' in position 54: character maps to <undefined>,kernels,shtrausslearning/customer-transaction-predictive-analytics,Customer Transaction Predictive Analytics,Andrey Shtrauss,2022-12-18 18:01:24,42
8,'charmap' codec can't encode character '\U0001f333' in position 54: character maps to <undefined>,kernels,ruthwikjavvadi/lung-cancer-eda-and-predictive-analytics,Lung Cancer EDA and Predictive Analytics,Ruthwik333,2022-08-12 03:15:50,35
10,'charmap' codec can't encode character '\U0001f333' in position 54: character maps to <undefined>,kernels,minhtc4/airbnb-descriptive-and-predictive-analytics,Airbnb : Descriptive and Predictive Analytics,Ahihi,2019-03-29 10:04:46,7
12,'charmap' codec can't encode character '\U0001f333' in position 54: character maps to <undefined>,kernels,buddhiniw/breast-cancer-prediction,Breast cancer prediction,Buddhini W,2016-12-05 07:11:54,323
14,'charmap' codec can't encode character '\U0001f333' in position 54: character maps to <undefined>,kernels,giobbu/simple-predictive-analytics-intro,Simple Predictive Analytics - Intro,Nanni,2021-08-22 13:53:40,6
16,'charmap' codec can't encode character '\U0001f333' in position 54: character maps to <undefined>,kernels,ash316/novice-to-grandmaster,Novice to Grandmaster,Ashwini Swain,2018-03-07 17:18:09,788
18,'charmap' codec can't encode character '\U0001f333' in position 54: character maps to <undefined>,kernels,janiobachmann/credit-fraud-dealing-with-imbalanced-datasets,Credit Fraud  || Dealing with Imbalanced Datasets,Janio Martinez Bachmann,2019-07-03 23:04:48,4308
20,'charmap' codec can't encode character '\U0001f333' in position 54: character maps to <undefined>,kernels,aremoto/retail-sales-forecast,Retail sales forecast,Alberto Remoto,2018-03-06 09:17:08,188
22,'charmap' codec can't encode character '\U0001f333' in position 54: character maps to <undefined>,kernels,randylaosat/predicting-employee-kernelover,Predicting Employee Kernelover,randy lao,2018-01-05 03:42:27,510
24,'charmap' codec can't encode character '\U0001f333' in position 54: character maps to <undefined>,kernels,pmarcelino/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:37,12859
26,'charmap' codec can't encode character '\U0001f333' in position 54: character maps to <undefined>,kernels,dgomonov/data-exploration-on-nyc-airbnb,Data Exploration on NYC Airbnb,Dgomonov,2020-08-03 05:53:23,418
2,'charmap' codec can't encode character '\U0001f4b0' in position 46: character maps to <undefined>,kernels,davinwijaya/why-you-should-start-using-uplift-modeling,Why you should start using Uplift Modeling,Davin Wijaya,2022-11-26 16:05:43,28
