,type,etag,videoURL,publishedAt,channelURL,videoTitle,descriptionVideo,videoCoverURL,channelTitle,snippet.defaultLanguage,audioLanguage,duration
164,youtube video,fKwUJgHfcfNheGbp5KrW0wcAiKM,youtu.be/kM4DXNMPIWQ,2022-12-15T00:44:22Z,youtu.be/kM4DXNMPIWQ,The Tech Powering The 2022 FIFA World Cup | The Weekly Roundup,"This week's news will cover Facebook's new AI system Cicero, the World Cup's use of AI, the development of a new AI-powered pest management system by TrapView, and NVIDIA's new AI tool Magic3D. 

We’re covering the latest and greatest stories in data science every week, so be sure to subscribe to stay in the loop and let us know what you found interesting and what you’d like to hear more about.

[Connect with us!]
Instagram: https://www.instagram.com/datacamp 
Twitter: https://twitter.com/DataCamp 
Facebook: https://www.facebook.com/datacampinc/ 
Youtube: https://www.youtube.com/channel/UC79Gv3mYp6zKiSwYemEik9A 
LinkedIn: https://www.linkedin.com/school/datacampinc/mycompany/ 
Website: https://www.datacamp.com/ 

[This Week’s News]
CICERO: https://ai.facebook.com/blog/cicero-ai-negotiates-persuades-and-cooperates-with-people/ 
FIFA: https://www.washingtonpost.com/technology/2022/11/21/world-cup-ai/ 
Trapview: https://edition.cnn.com/2022/11/24/business/trapview-ai-pest-management-spc-intl/index.html 
Magic3D: https://arstechnica.com/information-technology/2022/11/nvidias-magic3d-creates-3d-models-from-written-descriptions-thanks-to-ai/",https://i.ytimg.com/vi/kM4DXNMPIWQ/hqdefault.jpg,DataCamp,,en-US,PT5M58S
165,youtube video,x-Vt1nt-kh-o71ptY945M1UVc-A,youtu.be/qe0qOcF6mKA,2022-11-11T14:29:39Z,youtu.be/qe0qOcF6mKA,Robots That Write Their Own Code | The Weekly Roundup,"This week we’re talking about robots that write their own code, the wave of new tech layoffs, Italy's tax AI, and a German school allowing students to use AI tools in exams.

We’re covering the latest and greatest stories in data science every week, so be sure to subscribe to stay in the loop and let us know what you found interesting and what you’d like to hear more about.

[Connect with us!]
Instagram: https://www.instagram.com/datacamp 
Twitter: https://twitter.com/DataCamp 
Facebook: https://www.facebook.com/datacampinc/ 
Youtube: https://www.youtube.com/channel/UC79Gv3mYp6zKiSwYemEik9A 
LinkedIn: https://www.linkedin.com/school/datacampinc/mycompany/ 
Website: https://www.datacamp.com/ 

[Here's some interesting reads]
Data Demystified: What is A/B Testing? | DataCamp https://www.datacamp.com/blog/data-demystified-what-is-a-b-testing
Data Demystified: Avoiding the AI Hype Trap | DataCamp https://www.datacamp.com/blog/data-demystified-avoiding-the-ai-hype-trap
Data Demystified: The Different Types of AI Bias | DataCamp https://www.datacamp.com/blog/data-demystified-the-different-types-of-ai-bias

[This Week’s News]
Robots: https://code-as-policies.github.io/ 
AI Exams: https://the-decoder.com/a-teacher-allows-ai-tools-in-exams-heres-what-he-learned/ 
Layoffs: https://gizmodo.com/twitter-layoffs-elon-musk-ai-ethics-1849743051 
Italy: https://news.bloombergtax.com/daily-tax-report-international/italy-turns-to-ai-to-find-taxes-in-cash-first-evasive-culture",https://i.ytimg.com/vi/qe0qOcF6mKA/hqdefault.jpg,DataCamp,,en-US,PT5M10S
166,youtube video,rMhkwJq0bahQIV1tdP2iqern0vc,youtu.be/sbJW502ayH8,2022-11-07T18:39:33Z,youtu.be/sbJW502ayH8,Shutterstock to Sell AI-Generated Images | The Weekly Roundup,"This week we’re talking about Shutterstock’s partnership with OpenAI to sell AI-generated images, Meta’s new protein prediction software, the shutdown of Argo AI and Bumble’s anti-cyberflashing system.

We’re covering the latest and greatest stories in data science every week, so be sure to subscribe to stay in the loop and let us know what you found interesting and what you’d like to hear more about.

[Connect with us!]
Instagram: https://www.instagram.com/datacamp 
Twitter: https://twitter.com/DataCamp 
Facebook: https://www.facebook.com/datacampinc/ 
Youtube: https://www.youtube.com/channel/UC79Gv3mYp6zKiSwYemEik9A 
LinkedIn: https://www.linkedin.com/school/datacampinc/mycompany/ 
Website: https://www.datacamp.com/ 

Here are some interesting reads:
The 9 Most In-Demand Skills in the Data Industry | DataCamp https://www.datacamp.com/blog/the-9-most-in-demand-skills-in-the-data-industry
The Top 24 Machine Learning Interview Questions | DataCamp https://www.datacamp.com/blog/top-machine-learning-interview-questions
60+ Python Projects for All Levels of Expertise | DataCamp https://www.datacamp.com/blog/60-python-projects-for-all-levels-expertise

[This Week’s News]
Shutterstock: https://www.shutterstock.com/press/20435?irclickid=V23V-2zvGxyNTCY2QoTUYxV0UkDXINV6g1RGXQ0&irgwc=1
Bumble: https://github.com/bumble-tech/private-detector 
Argo AI: https://techcrunch.com/2022/10/26/ford-vw-backed-argo-ai-is-shutting-down/ 
Meta Proteins: https://www.nature.com/articles/d41586-022-03539-1",https://i.ytimg.com/vi/sbJW502ayH8/hqdefault.jpg,DataCamp,,en-US,PT5M5S
167,youtube video,gs8gvI6KkScnNRZrUvxTYPLCXCU,youtu.be/vnLyv7TAWYw,2022-10-28T13:00:10Z,youtu.be/vnLyv7TAWYw,Meta Translates Non-Written Language | The Weekly Roundup,"This week we’re talking about how Meta built a translation model for a non-written language, how JupyterLab is getting ready for its version 4 update and how Microsoft is in talks for another OpenAI funding round.

We’re covering the latest and greatest stories in data science every week, so be sure to subscribe to stay in the loop and let us know what you found interesting and what you’d like to hear more about.

[Connect with us!]
Instagram: https://www.instagram.com/datacamp 
Twitter: https://twitter.com/DataCamp 
Facebook: https://www.facebook.com/datacampinc/ 
Youtube: https://www.youtube.com/channel/UC79Gv3mYp6zKiSwYemEik9A 
LinkedIn: https://www.linkedin.com/school/datacampinc/mycompany/ 
Website: https://www.datacamp.com/ 

[This Week’s News]
Microsoft: https://www.wsj.com/articles/microsoft-in-advanced-talks-to-increase-investment-in-openai-11666299548 
Non-Written Translation: https://about.fb.com/news/2022/10/hokkien-ai-speech-translation/

Here are some interesting reads:
Environment Variables For Data Scientists | DataCamp https://www.datacamp.com/blog/a-data-scientists-guide-to-environment-variables
Learn Without Limits With DataCamp’s Mobile Coding Courses | DataCamp https://www.datacamp.com/blog/learn-without-limits-with-datacamps-mobile-coding-courses
Employee Spotlight: Enabling Enterprise Success at DataCamp | DataCamp https://www.datacamp.com/blog/employee-spotlight-enabling-enterprise-success-at-datacamp",https://i.ytimg.com/vi/vnLyv7TAWYw/hqdefault.jpg,DataCamp,,en-US,PT3M37S
168,youtube video,5aF-vbdVe75OyCngtThflYuHXIY,youtu.be/Rx6Qlgsl2es,2022-10-24T13:51:59Z,youtu.be/Rx6Qlgsl2es,Microsoft Announces AI-Image Generator: Designer | The Weekly Roundup,"This week we’re talking about Microsoft Designer, the development of an AI fire helmet, Google’s CircularNet and a new Activision patent that could bring AI-generated music into multiplayer games.

We’re covering the latest and greatest stories in data science every week, so be sure to subscribe to stay in the loop and let us know what you found interesting and what you’d like to hear more about.

[Connect with us!]
Instagram: https://www.instagram.com/datacamp 
Twitter: https://twitter.com/DataCamp 
Facebook: https://www.facebook.com/datacampinc/ 
Youtube: https://www.youtube.com/channel/UC79Gv3mYp6zKiSwYemEik9A 
LinkedIn: https://www.linkedin.com/school/datacampinc/mycompany/ 
Website: https://www.datacamp.com/

Here are some interesting reads:
What is Python? - The Most Versatile Programming Language | DataCamp https://www.datacamp.com/blog/all-about-python-the-most-versatile-programming-language
Data Demystified: An Overview of Descriptive Statistics | DataCamp https://www.datacamp.com/blog/data-demystified-an-overview-of-descriptive-statistics
Data Demystified: Quantitative vs. Qualitative Data | DataCamp https://www.datacamp.com/blog/data-demystified-quantitative-vs-qualitative-data
Data Demystified: What Exactly is Data? | DataCamp https://www.datacamp.com/blog/data-demystified-what-exactly-is-data",https://i.ytimg.com/vi/Rx6Qlgsl2es/hqdefault.jpg,DataCamp,,en-US,PT4M15S
169,youtube video,CDYeh-xmL_4BfXOTB2hP9VQiLoE,youtu.be/CexYyrtIAjw,2021-02-18T17:14:06Z,youtu.be/CexYyrtIAjw,Learner Spotlight: My Journey from Cybersecurity Professional to Data Analyst [Testimonial],"Patrick Kelly began his career in the U.S. Air Force working for the Military Police. He moved into Telecommunications, and then Cybersecurity in the banking domain, and recently used DataCamp to land a job as a Data Analyst.",https://i.ytimg.com/vi/CexYyrtIAjw/hqdefault.jpg,DataCamp,,en-US,PT2M5S
170,youtube video,JvOqEkb-fcKvTe5JqfTGkUGClrE,youtu.be/tWLw3GzfcbU,2021-01-22T17:00:30Z,youtu.be/tWLw3GzfcbU,Learner Spotlight: How I Became a Data Analyst with DataCamp,Chris Murphy studied international business and worked at a Chinese e-commerce startup. He used DataCamp to land a role as a Data Analyst at UMass Medical School.,https://i.ytimg.com/vi/tWLw3GzfcbU/hqdefault.jpg,DataCamp,,en-US,PT1M16S
171,youtube video,e-52IvW3TRNjXf28lC38_OsZF6M,youtu.be/ilcD874iFGA,2022-08-28T13:43:00Z,youtu.be/ilcD874iFGA,DataCamp Donates is the Best Way to Transition into a Data Analyst Career,"Discover the inspiring story of Amanda Wade, a DataCamp Donates recipient through our nonprofit partner BreakLine. Read Amanda's story and learn how you could benefit here: https://www.datacamp.com/blog/datacamp-donates-is-the-best-way-to-transition-into-a-data-analyst-career

BreakLine helps veterans, women, and people of color pivot into compelling careers in the tech industry. Amanda was able to transition from a Finance to a Tech career and get hired as a Data Analyst at Google using DataCamp.

Interesting Reads:
How to Analyze Data For Your Business in 5 Steps 
https://www.datacamp.com/blog/how-to-analyze-data-for-business           
An Introduction to Papers With Code: What It is And How to Use It
https://www.datacamp.com/blog/introduction-papers-with-code           
5 Best Practices for Building a Data Academy 
https://www.datacamp.com/blog/infographic-5-best-practices-for-building-a-data-academy",https://i.ytimg.com/vi/ilcD874iFGA/hqdefault.jpg,DataCamp,,en-US,PT1M46S
172,youtube video,jy5xm4GbhaYk4htik2dZMfx0RvA,youtu.be/2fSBLH-ISaE,2021-12-12T16:12:48Z,youtu.be/2fSBLH-ISaE,Motivation & First Program - C Programming Tutorial #1,"Today we start a new journey. The C Programming Tutorial Journey.

◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾
📚 Programming Books & Merch 📚
🐍 The Python Bible Book: https://www.neuralnine.com/books/
💻 The Algorithm Bible Book: https://www.neuralnine.com/books/
👕 Programming Merch: https://www.neuralnine.com/shop

🌐 Social Media & Contact 🌐 
📱 Website: https://www.neuralnine.com/
📷 Instagram: https://www.instagram.com/neuralnine
🐦 Twitter: https://twitter.com/neuralnine
🤵 LinkedIn: https://www.linkedin.com/company/neuralnine/
📁 GitHub: https://github.com/NeuralNine 
🎙 Discord: https://discord.gg/JU4xr8U3dm

🎵 Outro Music From: https://www.bensound.com/",https://i.ytimg.com/vi/2fSBLH-ISaE/hqdefault.jpg,NeuralNine,,en,PT19M42S
173,youtube video,IlsYoyDCUaME_8IFp2G2M8gx218,youtu.be/PDzKufPL51Q,2021-12-14T16:21:15Z,youtu.be/PDzKufPL51Q,Data Types & Variables  - C Programming Tutorial #2,"Today we continue our C journey with variables and data types.

◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾
📚 Programming Books & Merch 📚
🐍 The Python Bible Book: https://www.neuralnine.com/books/
💻 The Algorithm Bible Book: https://www.neuralnine.com/books/
👕 Programming Merch: https://www.neuralnine.com/shop

🌐 Social Media & Contact 🌐 
📱 Website: https://www.neuralnine.com/
📷 Instagram: https://www.instagram.com/neuralnine
🐦 Twitter: https://twitter.com/neuralnine
🤵 LinkedIn: https://www.linkedin.com/company/neuralnine/
📁 GitHub: https://github.com/NeuralNine 
🎙 Discord: https://discord.gg/JU4xr8U3dm

🎵 Outro Music From: https://www.bensound.com/",https://i.ytimg.com/vi/PDzKufPL51Q/hqdefault.jpg,NeuralNine,,en,PT27M48S
174,youtube video,YzwQR54efc8Hw9_HW0L5p0ii3as,youtu.be/ofnz9GNXTD0,2021-12-20T14:20:16Z,youtu.be/ofnz9GNXTD0,Operators  - C Programming Tutorial #3,"Today we continue our C journey with operators.

◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾
📚 Programming Books & Merch 📚
🐍 The Python Bible Book: https://www.neuralnine.com/books/
💻 The Algorithm Bible Book: https://www.neuralnine.com/books/
👕 Programming Merch: https://www.neuralnine.com/shop

🌐 Social Media & Contact 🌐 
📱 Website: https://www.neuralnine.com/
📷 Instagram: https://www.instagram.com/neuralnine
🐦 Twitter: https://twitter.com/neuralnine
🤵 LinkedIn: https://www.linkedin.com/company/neuralnine/
📁 GitHub: https://github.com/NeuralNine 
🎙 Discord: https://discord.gg/JU4xr8U3dm

🎵 Outro Music From: https://www.bensound.com/",https://i.ytimg.com/vi/ofnz9GNXTD0/hqdefault.jpg,NeuralNine,,en,PT18M57S
175,youtube video,ys-JMFjMcBmx7tRRA9H8P2nse6w,youtu.be/_XJ_1nBhn1o,2021-12-22T14:51:21Z,youtu.be/_XJ_1nBhn1o,"Typecasting, Constants & Strings - C Programming Tutorial #4","Today we continue our C journey with typecasting, constants and strings.

◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾
📚 Programming Books & Merch 📚
🐍 The Python Bible Book: https://www.neuralnine.com/books/
💻 The Algorithm Bible Book: https://www.neuralnine.com/books/
👕 Programming Merch: https://www.neuralnine.com/shop

🌐 Social Media & Contact 🌐 
📱 Website: https://www.neuralnine.com/
📷 Instagram: https://www.instagram.com/neuralnine
🐦 Twitter: https://twitter.com/neuralnine
🤵 LinkedIn: https://www.linkedin.com/company/neuralnine/
📁 GitHub: https://github.com/NeuralNine 
🎙 Discord: https://discord.gg/JU4xr8U3dm

🎵 Outro Music From: https://www.bensound.com/",https://i.ytimg.com/vi/_XJ_1nBhn1o/hqdefault.jpg,NeuralNine,,en,PT15M8S
176,youtube video,bUKTtaCGjCLVfcLTA_FK2ESc5_4,youtu.be/ZqxvRc6wPyw,2021-12-28T15:59:53Z,youtu.be/ZqxvRc6wPyw,"Conditions, If Statements, Switch Case - C Programming Tutorial #5","Today we continue our C journey with if statements and switch case.

◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾
📚 Programming Books & Merch 📚
🐍 The Python Bible Book: https://www.neuralnine.com/books/
💻 The Algorithm Bible Book: https://www.neuralnine.com/books/
👕 Programming Merch: https://www.neuralnine.com/shop

🌐 Social Media & Contact 🌐 
📱 Website: https://www.neuralnine.com/
📷 Instagram: https://www.instagram.com/neuralnine
🐦 Twitter: https://twitter.com/neuralnine
🤵 LinkedIn: https://www.linkedin.com/company/neuralnine/
📁 GitHub: https://github.com/NeuralNine 
🎙 Discord: https://discord.gg/JU4xr8U3dm

🎵 Outro Music From: https://www.bensound.com/",https://i.ytimg.com/vi/ZqxvRc6wPyw/hqdefault.jpg,NeuralNine,,en,PT16M23S
177,youtube video,To4kppLOCD6bLcprWksWL7m1ljA,youtu.be/hIc_9Wbn704,2021-11-16T14:19:46Z,youtu.be/hIc_9Wbn704,Simple TCP Chat Room in Java,"In this video we build a simple TCP chat room in Java.

◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾
📚 Programming Books & Merch 📚
🐍 The Python Bible Book: https://www.neuralnine.com/books/
💻 The Algorithm Bible Book: https://www.neuralnine.com/books/
👕 Programming Merch: https://www.neuralnine.com/shop

🌐 Social Media & Contact 🌐 
📱 Website: https://www.neuralnine.com/
📷 Instagram: https://www.instagram.com/neuralnine
🐦 Twitter: https://twitter.com/neuralnine
🤵 LinkedIn: https://www.linkedin.com/company/neuralnine/
📁 GitHub: https://github.com/NeuralNine 
🎙 Discord: https://discord.gg/JU4xr8U3dm

🎵 Outro Music From: https://www.bensound.com/",https://i.ytimg.com/vi/hIc_9Wbn704/hqdefault.jpg,NeuralNine,,en,PT39M5S
178,youtube video,ekA9WWGS9CaoKUAru2CB1KeCgTw,youtu.be/pGolbRsvgnA,2021-09-07T12:31:39Z,youtu.be/pGolbRsvgnA,Android Chat App in Python,"Today we build a fully-functioning Android chat app in Python. Including the server, which is running on the internet.

Get up to 91% off the yearly plans using the following link:  https://hostinger.com/neuralnine

Coupon Code: NEURALNINE

◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾
📚 Programming Books & Merch 📚
🐍 The Python Bible Book: https://www.neuralnine.com/books/
💻 The Algorithm Bible Book: https://www.neuralnine.com/books/
👕 Programming Merch: https://www.neuralnine.com/shop

🌐 Social Media & Contact 🌐 
📱 Website: https://www.neuralnine.com/
📷 Instagram: https://www.instagram.com/neuralnine
🐦 Twitter: https://twitter.com/neuralnine
🤵 LinkedIn: https://www.linkedin.com/company/neuralnine/
📁 GitHub: https://github.com/NeuralNine 
🎙 Discord: https://discord.gg/JU4xr8U3dm

🎵 Outro Music From: https://www.bensound.com/


Timestamps:
(0:00) Intro
(0:15) Preview Demonstration
(2:05) Hosting The Chat Server
(3:56) VPS Server Setup
(6:23) Coding The Server
(16:11) Design The App UI
(28:44) Coding The Client
(41:11) Compiling For Android
(45:26) Final Demonstration
(46:36) Outro",https://i.ytimg.com/vi/pGolbRsvgnA/hqdefault.jpg,NeuralNine,,en,PT47M8S
179,youtube video,Uz4gj_1iVPJ2-w_L1CHhAgO2wAc,youtu.be/zk0MeJ7YIMc,2021-09-27T15:55:36Z,youtu.be/zk0MeJ7YIMc,Simple Android Calculator App in Python,"In this video, we build a simple Android calculator app in Python using Kivy.

◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾
📚 Programming Books & Merch 📚
🐍 The Python Bible Book: https://www.neuralnine.com/books/
💻 The Algorithm Bible Book: https://www.neuralnine.com/books/
👕 Programming Merch: https://www.neuralnine.com/shop

🌐 Social Media & Contact 🌐 
📱 Website: https://www.neuralnine.com/
📷 Instagram: https://www.instagram.com/neuralnine
🐦 Twitter: https://twitter.com/neuralnine
🤵 LinkedIn: https://www.linkedin.com/company/neuralnine/
📁 GitHub: https://github.com/NeuralNine 
🎙 Discord: https://discord.gg/JU4xr8U3dm

🎵 Outro Music From: https://www.bensound.com/


Timestamps:
(0:00) Intro
(0:50) Coding The Calculator App
(14:17) Compiling For Android
(17:50) Re-Designing & Re-Compiling
(20:34) Outro",https://i.ytimg.com/vi/zk0MeJ7YIMc/hqdefault.jpg,NeuralNine,,en,PT21M6S
180,youtube video,jFhcvj_yXSqvxh0ma-aydXycEeo,youtu.be/eDkCGqkaCeU,2021-06-04T11:06:12Z,youtu.be/eDkCGqkaCeU,Answering Your Questions - Q&A #1,"This is the first Q&A on this channel. If you want to ask questions for the next episode, feel free to do so in the comments or on my Discord server.

◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾
📚 Programming Books & Merch 📚
💻 The Algorithm Bible Book: https://www.neuralnine.com/books/
🐍 The Python Bible Book: https://www.neuralnine.com/books/
👕 Programming Merch: https://www.neuralnine.com/shop

🌐 Social Media & Contact 🌐 
📱 Website: https://www.neuralnine.com/
📷 Instagram: https://www.instagram.com/neuralnine
🐦 Twitter: https://twitter.com/neuralnine
🤵 LinkedIn: https://www.linkedin.com/company/neuralnine/
📁 GitHub: https://github.com/NeuralNine 
🎙 Discord: https://discord.gg/JU4xr8U3dm

🎵 Outro Music From: https://www.bensound.com/


Timestamps:


(0:00) Intro
(1:06) Q1 - IDE & Editor
(2:14) Q2 - Sharing Source Code
(6:40) Q3 - PyCharm Theme
(6:56) Q4 - My Age
(7:00) Q5 - Contacting Me
(10:24) Q6 - How I Started Learning Python
(12:17) Q7 - Most Useful Python Libraries
(13:25) Q8 - My Side Projects
(14:28) Q9 - Other Languages I Use
(16:01) Q10 - Travel
(17:19) Q11 - When Did I Start Coding
(18:10) Q12 - Python Kivy GUI
(18:25) Q13 - My Favorite Programming Language
(18:49) Q14 - My 10 Year Vision
(21:01) Outro",https://i.ytimg.com/vi/eDkCGqkaCeU/hqdefault.jpg,NeuralNine,,en,PT22M16S
181,youtube video,byedGtgil7ud0aW9_1kUdfiYpcY,youtu.be/E_0JbIjoKGA,2021-07-13T13:51:31Z,youtu.be/E_0JbIjoKGA,"Fitness, Music, Programming - Q&A #2","In this video I once again answer some of the questions that you asked on YouTube and Discord.

◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾

📚 Programming Books & Merch 📚
🐍 The Python Bible Book: https://www.neuralnine.com/books/
💻 The Algorithm Bible Book: https://www.neuralnine.com/books/
👕 Programming Merch: https://www.neuralnine.com/shop

🌐 Social Media & Contact 🌐 
📱 Website: https://www.neuralnine.com/
📷 Instagram: https://www.instagram.com/neuralnine
🐦 Twitter: https://twitter.com/neuralnine
🤵 LinkedIn: https://www.linkedin.com/company/neuralnine/
📁 GitHub: https://github.com/NeuralNine 
🎙 Discord: https://discord.gg/JU4xr8U3dm

🎵 Outro Music From: https://www.bensound.com/


Timestamps:
(0:00) Intro
(0:17) Q1 - Country & University
(0:49) Q2 - Fitness Question
(1:44) Q3 - Programming Inspiration
(2:40) Q4 - Cyber Security
(3:51) Q5 - Family
(4:40) Q6 - Favorite Music
(5:48) Q7 - How Much Daily Programming
(6:50) Q8 - Linux Subsystem
(7:50) Q9 - Keyboard
(8:30) Q10 - University Curriculum
(9:34) Outro",https://i.ytimg.com/vi/E_0JbIjoKGA/hqdefault.jpg,NeuralNine,,en,PT10M21S
182,youtube video,lakz618gF807IapsyQdycoi5TDM,youtu.be/XtdQv1-tN18,2021-05-29T12:44:29Z,youtu.be/XtdQv1-tN18,Let's Code Codewars - Coding Challenges #1,"Today we try a new format. In this video I do some programming challenges on Codewars uncut. 

◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾
📚 Programming Books & Merch 📚
💻 The Algorithm Bible Book: https://www.neuralnine.com/books/
🐍 The Python Bible Book: https://www.neuralnine.com/books/
👕 Programming Merch: https://www.neuralnine.com/shop

🌐 Social Media & Contact 🌐 

📱 Website: https://www.neuralnine.com/
🎙 Discord: https://discord.gg/JU4xr8U3dm

📷 Instagram: https://www.instagram.com/neuralnine
🐦 Twitter: https://twitter.com/neuralnine
🤵 LinkedIn: https://www.linkedin.com/company/neuralnine/
📁 GitHub: https://github.com/NeuralNine 

🎵 Outro Music From: https://www.bensound.com/


Timestamps:


(0:00) Intro
(1:45) 1 - Removing Exclamation Marks
(2:48) 2 - String Endswith
(4:12) 3 - Remove Vowels
(9:50) 4 - Spinning Words
(15:50) 5 - Counting Duplicates
(27:20) 6 - Direction Reduction

(44:09) Outro",https://i.ytimg.com/vi/XtdQv1-tN18/hqdefault.jpg,NeuralNine,,en,PT45M15S
183,youtube video,z969Drh83JJYXSNRo7DOKnGsUVE,youtu.be/_Xp84Mzguu8,2021-06-14T11:41:10Z,youtu.be/_Xp84Mzguu8,Anagrams & Bit Counting - Coding Challenges #2,"Today we try a new format. In this video I do some programming challenges on Codewars uncut. 

◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾
📚 Programming Books & Merch 📚
💻 The Algorithm Bible Book: https://www.neuralnine.com/books/
🐍 The Python Bible Book: https://www.neuralnine.com/books/

👕 Programming Merch: https://www.neuralnine.com/shop


🌐 Social Media & Contact 🌐 
📱 Website: https://www.neuralnine.com/
🎙 Discord: https://discord.gg/JU4xr8U3dm
📷 Instagram: https://www.instagram.com/neuralnine
🐦 Twitter: https://twitter.com/neuralnine
🤵 LinkedIn: https://www.linkedin.com/company/neuralnine/
📁 GitHub: https://github.com/NeuralNine 

🎵 Outro Music From: https://www.bensound.com/

Timestamps:
(0:00) Intro
(1:52) 1 - Descending Order Digits
(7:45) 2 - Bit Counting
(13:52) 3 - Compare Squares

(18:31) 4 - Weighted Number Sort
(25:30) 5 - Anagram
(30:30) Outro",https://i.ytimg.com/vi/_Xp84Mzguu8/hqdefault.jpg,NeuralNine,,en,PT31M3S
184,youtube video,ZUrT30M-ZkBdIXLRQFA7_Gk-ha4,youtu.be/rqjth5hPqN8,2021-07-19T13:41:18Z,youtu.be/rqjth5hPqN8,Generating Hashtags & Phone Numbers  - Coding Challenges #3,"In this episode of coding challenges, we rush through the initial exercises and over-complicate the last solution.

◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾
📚 Programming Books & Merch 📚
💻 The Algorithm Bible Book: https://www.neuralnine.com/books/
🐍 The Python Bible Book: https://www.neuralnine.com/books/
👕 Programming Merch: https://www.neuralnine.com/shop

🌐 Social Media & Contact 🌐 
📱 Website: https://www.neuralnine.com/
🎙 Discord: https://discord.gg/JU4xr8U3dm
📷 Instagram: https://www.instagram.com/neuralnine
🐦 Twitter: https://twitter.com/neuralnine
🤵 LinkedIn: https://www.linkedin.com/company/neuralnine/
📁 GitHub: https://github.com/NeuralNine 

🎵 Outro Music From: https://www.bensound.com/


Timestamps:
(0:00) Intro
(0:52) 1 - Array Diff
(4:42) 2 - Generate Phone Number
(11:42) 3 - Hashtag Generator
(17:16) 4 - Pick Peaks
(32:32) Outro",https://i.ytimg.com/vi/rqjth5hPqN8/hqdefault.jpg,NeuralNine,,en,PT33M5S
185,youtube video,i1ZchjYg2xDH3oMZu99x8uVLfWE,youtu.be/mYhSOSQC-ko,2021-10-09T14:34:20Z,youtu.be/mYhSOSQC-ko,TOO MUCH FOR MY BRAIN... - Let's Code Codewars,"Today I once again try to solve three programming challenges on Codewars. The first two work out well, but the last one is a bit tricky.


◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾
📚 Programming Books & Merch 📚
🐍 The Python Bible Book: https://www.neuralnine.com/books/
💻 The Algorithm Bible Book: https://www.neuralnine.com/books/
👕 Programming Merch: https://www.neuralnine.com/shop

🌐 Social Media & Contact 🌐 
📱 Website: https://www.neuralnine.com/
📷 Instagram: https://www.instagram.com/neuralnine
🐦 Twitter: https://twitter.com/neuralnine
🤵 LinkedIn: https://www.linkedin.com/company/neuralnine/
📁 GitHub: https://github.com/NeuralNine 
🎙 Discord: https://discord.gg/JU4xr8U3dm

🎵 Outro Music From: https://www.bensound.com/


Timestamps:
(0:00) Intro
(0:46) 1 - Who likes this?
(10:00) 2 - Pagination
(28:36) 3 - Array Erasing (Difficult)
(1:00:42) Outro",https://i.ytimg.com/vi/mYhSOSQC-ko/hqdefault.jpg,NeuralNine,,en,PT1H1M14S
